## 1
## 김택수 작곡가는 원래 ‘과학영재’ 출신으로 화학자를 꿈꾸다
## <김택수:PER> 작곡가는 원래 ‘과학영재’ 출신으로 화학자를 꿈꾸다
김택수	김택수	NNP	B-PER
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
잠재력	잠재력	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
음	음	ETN	O
을	을	JKO	O
_	_	_	O
증명	증명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## ‘샌더스 돌풍’의 가장 큰 이유로는 ‘왼쪽 성향’이 분명한 그의 공약들이 꼽힌다.
## ‘<샌더스:PER> 돌풍’의 가장 큰 이유로는 ‘왼쪽 성향’이 분명한 그의 공약들이 꼽힌다.
‘	‘	SS	O
샌더스	샌더스	NNP	B-PER
_	_	_	O
돌풍	돌풍	NNG	O
’	’	SS	O
의	의	JKG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
이유	이유	NNG	O
로	로	JKB	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
왼쪽	왼쪽	NNG	O
_	_	_	O
성향	성향	NNG	O
’	’	SS	O
이	이	JKS	O
_	_	_	O
분명한	분명하+ㄴ	VA+ETM	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
공약	공약	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
꼽힌다	꼽히+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 데코시너지는 역시 청안건설과 서로 대출지급 보증으로 엮여있다.
## <데코시너지:ORG>는 역시 <청안건설:ORG>과 서로 대출지급 보증으로 엮여있다.
데코	데코	NNG	B-ORG
시너지	시너지	NNG	I-ORG
는	는	JX	O
_	_	_	O
역시	역시	MAG	O
_	_	_	O
청안	청안	NNG	B-ORG
건설	건설	NNG	I-ORG
과	과	JKB	O
_	_	_	O
서로	서로	MAG	O
_	_	_	O
대출	대출	NNG	O
지급	지급	NNG	O
_	_	_	O
보증	보증	NNG	O
으로	으로	JKB	O
_	_	_	O
엮	엮이	VV	O
여	어	EC	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 만약 실무 부처에서 14일을 임시 휴일로 지정하는 방안이 필요하다고 판단되면, 국무회의 의결을 거쳐 최종 확정된다.
## 만약 실무 부처에서 <14일:DAT>을 임시 휴일로 지정하는 방안이 필요하다고 판단되면, 국무회의 의결을 거쳐 최종 확정된다.
만약	만약	NNG	O
_	_	_	O
실무	실무	NNG	O
_	_	_	O
부처	부처	NNG	O
에서	에서	JKB	O
_	_	_	O
14	14	SN	B-DAT
일	일	NNB	I-DAT
을	을	JKO	O
_	_	_	O
임시	임시	NNG	O
_	_	_	O
휴일	휴일	NNG	O
로	로	JKB	O
_	_	_	O
지정하	지정하	VV	O
는	는	ETM	O
_	_	_	O
방안	방안	NNG	O
이	이	JKS	O
_	_	_	O
필요하	필요하	VA	O
다고	다고	EC	O
_	_	_	O
판단되	판단되	VV	O
면	면	EC	O
,	,	SP	O
_	_	_	O
국무	국무	NNG	O
회의	회의	NNG	O
_	_	_	O
의결	의결	NNG	O
을	을	JKO	O
_	_	_	O
거쳐	거치+어	VV+EC	O
_	_	_	O
최종	최종	NNG	O
_	_	_	O
확정된다	확정되+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 한편 지난 2015년 아르헨티나 현지 언론은 컨설팅 회사 머서를 인용해 “2012년 법정 공휴일이 가장 많은 나라는 아르헨티나다”고 보도한 바 있다.
## 한편 지난 <2015년:DAT> <아르헨티나:LOC> 현지 언론은 컨설팅 회사 <머서:ORG>를 인용해 “<2012년:DAT> 법정 공휴일이 가장 많은 나라는 <아르헨티나:LOC>다”고 보도한 바 있다.
한편	한편	MAG	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2015	2015	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
아르헨티나	아르헨티나	NNP	B-LOC
_	_	_	O
현지	현지	NNG	O
_	_	_	O
언론	언론	NNG	O
은	은	JX	O
_	_	_	O
컨설팅	컨설팅	NNG	O
_	_	_	O
회사	회사	NNG	O
_	_	_	O
머서	머서	NNP	B-ORG
를	를	JKO	O
_	_	_	O
인용해	인용하+여	VV+EC	O
_	_	_	O
“	“	SS	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
법정	법정	NNG	O
_	_	_	O
공휴일	공휴일	NNG	O
이	이	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
나라	나라	NNG	O
는	는	JX	O
_	_	_	O
아르헨티나	아르헨티나	NNP	B-LOC
다	다	NNG	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
보도한	보도하+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 8
## 이에 따르면 아르헨티나의 법정공휴일은 총 19일이다.
## 이에 따르면 <아르헨티나:LOC>의 법정공휴일은 총 <19일:NOH>이다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
아르헨티나	아르헨티나	NNP	B-LOC
의	의	JKG	O
_	_	_	O
법정	법정	NNG	O
공휴일	공휴일	NNG	O
은	은	JX	O
_	_	_	O
총	총	MM	O
_	_	_	O
19	19	SN	B-NOH
일	일	NNB	I-NOH
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 추신수는 캔자스시티와의 시범경기 개막전에서 2번 타자 우익수로 선발 출전해 2타수 1안타 1타점을 기록했다.
## <추신수:PER>는 <캔자스시티:ORG>와의 시범경기 개막전에서 <2번:NOH> 타자 우익수로 선발 출전해 <2타수:NOH> <1안타:NOH> <1타점:NOH>을 기록했다.
추신수	추신수	NNP	B-PER
는	는	JX	O
_	_	_	O
캔자스시티	캔자스시티	NNP	B-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
시범	시범	NNG	O
경기	경기	NNG	O
_	_	_	O
개막	개막	NNG	O
전	전	XSN	O
에서	에서	JKB	O
_	_	_	O
2	2	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
타자	타자	NNG	O
_	_	_	O
우익수	우익수	NNG	O
로	로	JKB	O
_	_	_	O
선발	선발	NNG	O
_	_	_	O
출전해	출전하+여	VV+EC	O
_	_	_	O
2	2	SN	B-NOH
타수	타수	NNG	I-NOH
_	_	_	O
1	1	SN	B-NOH
안타	안타	NNG	I-NOH
_	_	_	O
1	1	SN	B-NOH
타점	타점	NNG	I-NOH
을	을	JKO	O
_	_	_	O
기록	기록하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 이 대학은 2012년 7월과 2015년 6~7월 각각 50억원과 80억원씩 모두 130억원을 한진해운 회사채 매입에 썼다.
## 이 대학은 <2012년 7월:DAT>과 <2015년 6~7월:DUR> 각각 <50억원:MNY>과 <80억원:MNY>씩 모두 <130억원:MNY>을 <한진해운:ORG> 회사채 매입에 썼다.
이	이	MM	O
_	_	_	O
대학	대학	NNG	O
은	은	JX	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
7	7	SN	I-DAT
월	월	NNB	I-DAT
과	과	JC	O
_	_	_	O
2015	2015	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	I-DUR
6	6	SN	I-DUR
~	~	SO	I-DUR
7	7	SN	I-DUR
월	월	NNB	I-DUR
_	_	_	O
각각	각각	MAG	O
_	_	_	O
50	50	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
과	과	JC	O
_	_	_	O
80	80	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
씩	씩	XSN	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
130	130	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
한진	한진	NNP	B-ORG
해운	해운	NNG	I-ORG
_	_	_	O
회사채	회사채	NNG	O
_	_	_	O
매입	매입	NNG	O
에	에	JKB	O
_	_	_	O
썼	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 11
## 해피포인트 소멸, 2013년 12월31일까지 누적 포인트 사용해야…방법은?
## <해피포인트:POH> 소멸, <2013년 12월31일:DAT>까지 누적 포인트 사용해야…방법은?
해피	해피	NNG	B-POH
포인트	포인트	NNG	I-POH
_	_	_	O
소멸	소멸	NNG	O
,	,	SP	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
12	12	SN	I-DAT
월	월	NNB	I-DAT
31	31	SN	I-DAT
일	일	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
누적	누적	NNG	O
_	_	_	O
포인트	포인트	NNG	O
_	_	_	O
사용해야	사용하+여야	VV+EC	O
…	…	SE	O
방법	방법	NNG	O
은	은	JX	O
?	?	SF	O

## 12
## 김희동 진학사 입시전략연구소장은 “필수 개념을 기계적으로 암기하기보다 실제로 어떻게 쓰이고 있는지 알아야 기억에 오래 남는다”며 “이후에는 문법 개념별로 기출문제를 풀면서 틀린 내용을 오답노트에 정리해 두면 좋다”고 말했다.
## <김희동:PER> <진학사:ORG> 입시전략연구소장은 “필수 개념을 기계적으로 암기하기보다 실제로 어떻게 쓰이고 있는지 알아야 기억에 오래 남는다”며 “이후에는 문법 개념별로 기출문제를 풀면서 틀린 내용을 오답노트에 정리해 두면 좋다”고 말했다.
김희동	김희동	NNP	B-PER
_	_	_	O
진학사	진학사	NNP	B-ORG
_	_	_	O
입시	입시	NNG	O
전략	전략	NNG	O
연구소	연구소	NNG	O
장	장	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
필수	필수	NNG	O
_	_	_	O
개념	개념	NNG	O
을	을	JKO	O
_	_	_	O
기계적	기계적	NNG	O
으로	으로	JKB	O
_	_	_	O
암기하	암기하	VV	O
기	기	ETN	O
보다	보다	JKB	O
_	_	_	O
실제로	실제로	MAG	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
쓰이	쓰이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는지	는지	EC	O
_	_	_	O
알	알	VV	O
아야	아야	EC	O
_	_	_	O
기억	기억	NNG	O
에	에	JKB	O
_	_	_	O
오래	오래	MAG	O
_	_	_	O
남	남	VV	O
는다	는다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
이후	이후	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
문법	문법	NNG	O
_	_	_	O
개념	개념	NNG	O
별	별	XSN	O
로	로	JKB	O
_	_	_	O
기출	기출	NNG	O
문제	문제	NNG	O
를	를	JKO	O
_	_	_	O
풀	풀	VV	O
면서	면서	EC	O
_	_	_	O
틀린	틀리+ㄴ	VV+ETM	O
_	_	_	O
내용	내용	NNG	O
을	을	JKO	O
_	_	_	O
오답	오답	NNG	O
노트	노트	NNG	O
에	에	JKB	O
_	_	_	O
정리해	정리하+여	VV+EC	O
_	_	_	O
두	두	VX	O
면	면	EC	O
_	_	_	O
좋	좋	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 한 지문으로 여러 문제를 풀어야 하는 문학과 비문학은 매일 꾸준히 수능·모의평가 기출문제 지문을 3편 정도 풀면서 감을 유지하는 게 중요하다.
## <한:NOH> 지문으로 여러 문제를 풀어야 하는 문학과 비문학은 매일 꾸준히 수능·모의평가 기출문제 지문을 <3편:NOH> 정도 풀면서 감을 유지하는 게 중요하다.
한	한	NNP	B-NOH
_	_	_	O
지문	지문	NNG	O
으로	으로	JKB	O
_	_	_	O
여러	여러	MM	O
_	_	_	O
문제	문제	NNG	O
를	를	JKO	O
_	_	_	O
풀	풀	VV	O
어야	어야	EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
문학	문학	NNG	O
과	과	JC	O
_	_	_	O
비	비	XPN	O
문학	문학	NNG	O
은	은	JX	O
_	_	_	O
매일	매일	MAG	O
_	_	_	O
꾸준히	꾸준히	MAG	O
_	_	_	O
수능	수능	NNG	O
·	·	SP	O
모의	모의	NNG	O
평가	평가	NNG	O
_	_	_	O
기출	기출	NNG	O
문제	문제	NNG	O
_	_	_	O
지문	지문	NNG	O
을	을	JKO	O
_	_	_	O
3	3	SN	B-NOH
편	편	NNB	I-NOH
_	_	_	O
정도	정도	NNG	O
_	_	_	O
풀	풀	VV	O
면서	면서	EC	O
_	_	_	O
감	가+ㅁ	VV+ETN	O
을	을	JKO	O
_	_	_	O
유지하	유지하	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
중요하	중요하	VA	O
다	다	EF	O
.	.	SF	O

## 14
## 유승민 바른정당 대통령후보가 16일 국가보훈처를 보훈부로 격상하고 국가유공자의 보상금을 인상하는 등의 내용을 골자로 한 보훈공약을 발표했다.
## <유승민:PER> <바른정당:ORG> 대통령후보가 <16일:DAT> <국가보훈처:ORG>를 <보훈부:ORG>로 격상하고 국가유공자의 보상금을 인상하는 등의 내용을 골자로 한 보훈공약을 발표했다.
유승민	유승민	NNP	B-PER
_	_	_	O
바른	바른	MM	B-ORG
정당	정당	NNG	I-ORG
_	_	_	O
대통령	대통령	NNG	O
후보	후보	NNG	O
가	가	JKS	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
국가	국가	NNG	B-ORG
보훈	보훈	NNG	I-ORG
처	처	XSN	I-ORG
를	를	JKO	O
_	_	_	O
보훈	보훈	NNG	B-ORG
부	부	XSN	I-ORG
로	로	JKB	O
_	_	_	O
격상하	격상하	VV	O
고	고	EC	O
_	_	_	O
국가	국가	NNG	O
유공자	유공자	NNG	O
의	의	JKG	O
_	_	_	O
보상금	보상금	NNG	O
을	을	JKO	O
_	_	_	O
인상하	인상하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
내용	내용	NNG	O
을	을	JKO	O
_	_	_	O
골자	골자	NNG	O
로	로	JKB	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
보훈	보훈	NNG	O
공약	공약	NNG	O
을	을	JKO	O
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 유 후보는 이날 오전 서울 여의도 당사에서 기자회견을 열고 “대통령에 취임하면 나라를 위해 희생한 분들을 국가가 끝까지 책임진다는 원칙 아래 정책을 강력하게 추진할 것”이라며 이렇게 말했다.
## <유:PER> 후보는 이날 오전 <서울 여의도:LOC> 당사에서 기자회견을 열고 “대통령에 취임하면 나라를 위해 희생한 분들을 국가가 끝까지 책임진다는 원칙 아래 정책을 강력하게 추진할 것”이라며 이렇게 말했다.
유	유	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
오전	오전	NNG	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
여의도	여의도	NNP	I-LOC
_	_	_	O
당사	당사	NNG	O
에서	에서	JKB	O
_	_	_	O
기자	기자	NNG	O
회견	회견	NNG	O
을	을	JKO	O
_	_	_	O
열	열	VV	O
고	고	EC	O
_	_	_	O
“	“	SS	O
대통령	대통령	NNG	O
에	에	JKB	O
_	_	_	O
취임하	취임하	VV	O
면	면	EC	O
_	_	_	O
나라	나라	NNG	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
희생한	희생하+ㄴ	VV+ETM	O
_	_	_	O
분	분	NNB	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
국가	국가	NNG	O
가	가	JKS	O
_	_	_	O
끝	끝	NNG	O
까지	까지	JX	O
_	_	_	O
책임진다는	책임지+ㄴ다는	VV+ETM	O
_	_	_	O
원칙	원칙	NNG	O
_	_	_	O
아래	아래	NNG	O
_	_	_	O
정책	정책	NNG	O
을	을	JKO	O
_	_	_	O
강력하	강력하	VA	O
게	게	EC	O
_	_	_	O
추진할	추진하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
이렇	이렇	VA	O
게	게	EC	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

