## 1
## 박범훈과 함께 근무 비서관 주내 소환
## <박범훈:PER>과 함께 근무 비서관 주내 소환
박범훈	박범훈	NNP	B-PER
## ‘힐링캠프 김상경’배우 김상경이 ‘힐링캠프’에 출연해 미모의 아내를 언급했다.
## ‘<힐링캠프:POH> <김상경:PER>’배우 <김상경:PER>이 ‘<힐링캠프:POH>’에 출연해 미모의 아내를 언급했다.
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
_	_	_	O
김상경	김상경	NNP	B-PER
’	’	SS	O
배우	배우	NNG	O
_	_	_	O
김상경	김상경	NNP	B-PER
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
미모	미모	NNG	O
의	의	JKG	O
_	_	_	O
아내	아내	NNG	O
를	를	JKO	O
_	_	_	O
언급	언급하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 지난 9일 방송된 SBS ‘힐링캠프, 기쁘지 아니한가’에는 김상경이 출연해 치과의사 아내와의 남다른 인연을 자랑했다.
## 지난 <9일:DAT> 방송된 <SBS:ORG> ‘<힐링캠프, 기쁘지 아니한가:POH>’에는 <김상경:PER>이 출연해 치과의사 아내와의 남다른 인연을 자랑했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
SBS	SBS	SL	B-ORG
_	_	_	O
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
,	,	SP	I-POH
_	_	_	I-POH
기쁘	기쁘	VA	I-POH
지	지	EC	I-POH
_	_	_	I-POH
아니한가	아니하+ㄴ가	VX+EF	I-POH
’	’	SS	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
김상경	김상경	NNP	B-PER
이	이	JKS	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
치과	치과	NNG	O
의사	의사	NNG	O
_	_	_	O
아내	아내	NNG	O
와	와	JKB	O
의	의	JKG	O
_	_	_	O
남다른	남다르+ㄴ	VA+ETM	O
_	_	_	O
인연	인연	NNG	O
을	을	JKO	O
_	_	_	O
자랑	자랑하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 이 사이 2위 NC는 조용한 추격전을 개시했다.
## 이 사이 <2위:NOH> <NC:ORG>는 조용한 추격전을 개시했다.
이	이	MM	O
_	_	_	O
사이	사이	NNG	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
NC	NC	SL	B-ORG
는	는	JX	O
_	_	_	O
조용한	조용하+ㄴ	VA+ETM	O
_	_	_	O
추격전	추격전	NNG	O
을	을	JKO	O
_	_	_	O
개시	개시하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 중국의 모바일 메신저 '위챗'처럼 사용자가 스마트폰만으로도 각자 본인 몫을 계산할 수 있게 했다.
## <중국:ORG>의 모바일 메신저 '<위챗:POH>'처럼 사용자가 스마트폰만으로도 각자 본인 몫을 계산할 수 있게 했다.
중국	중국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
모바일	모바일	NNG	O
_	_	_	O
메신저	메신저	NNG	O
_	_	_	O
'	'	SS	O
위챗	위챗	NNP	B-POH
'	'	SS	O
처럼	처럼	JKB	O
_	_	_	O
사용자	사용자	NNG	O
가	가	JKS	O
_	_	_	O
스마트	스마트	NNG	O
폰	폰	NNG	O
만	만	JX	O
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
각자	각자	MAG	O
_	_	_	O
본인	본인	NNG	O
_	_	_	O
몫	몫	NNG	O
을	을	JKO	O
_	_	_	O
계산할	계산하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
게	게	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 7일 신세계그룹에 따르면 SSG페이의 ‘더치페이’ 기능에서 총금액과 참여자를 입력하면 각자 내야 할 돈이 자동으로 계산되고 SSG페이 앱을 통해 각 참여자에게 내야 할 금액을 알려준다.
## <7일:DAT> <신세계그룹:ORG>에 따르면 <SSG페이:POH>의 ‘더치페이’ 기능에서 총금액과 참여자를 입력하면 각자 내야 할 돈이 자동으로 계산되고 <SSG페이 앱:POH>을 통해 각 참여자에게 내야 할 금액을 알려준다.
7	7	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
신세계	신세계	NNP	B-ORG
그룹	그룹	NNG	I-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
SSG	SSG	SL	B-POH
페이	페이	NNP	I-POH
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
더치페이	더치페이	NNG	O
’	’	SS	O
_	_	_	O
기능	기능	NNG	O
에서	에서	JKB	O
_	_	_	O
총	총	XPN	O
금액	금액	NNG	O
과	과	JC	O
_	_	_	O
참여	참여	NNG	O
자	자	XSN	O
를	를	JKO	O
_	_	_	O
입력하	입력하	VV	O
면	면	EC	O
_	_	_	O
각자	각자	MAG	O
_	_	_	O
내야	내+어야	VV+EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
돈	돈	NNG	O
이	이	JKS	O
_	_	_	O
자동	자동	NNG	O
으로	으로	JKB	O
_	_	_	O
계산되	계산되	VV	O
고	고	EC	O
_	_	_	O
SSG	SSG	SL	B-POH
페이	페이	NNG	I-POH
_	_	_	I-POH
앱	앱	NNG	I-POH
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
각	각	MM	O
_	_	_	O
참여	참여	NNG	O
자	자	XSN	O
에게	에게	JKB	O
_	_	_	O
내야	내+어야	VV+EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
금액	금액	NNG	O
을	을	JKO	O
_	_	_	O
알려	알리+어	VV+EC	O
준다	주+ㄴ다	VX+EF	O
.	.	SF	O

## 10
## 알림 메시지를 받은 참여자는 SSG페이의 선불 결제 수단인 SSG머니로 즉시 금액을 보낼 수 있다.
## 알림 메시지를 받은 참여자는 <SSG페이:POH>의 선불 결제 수단인 <SSG머니:POH>로 즉시 금액을 보낼 수 있다.
알림	알리+ㅁ	VV+ETN	O
_	_	_	O
메시지	메시지	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
참여	참여	NNG	O
자	자	XSN	O
는	는	JX	O
_	_	_	O
SSG	SSG	SL	B-POH
페이	페이	NNP	I-POH
의	의	JKG	O
_	_	_	O
선불	선불	NNG	O
_	_	_	O
결제	결제	NNG	O
_	_	_	O
수단	수단	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
SSG	SSG	SL	B-POH
머니	머니	NNG	I-POH
로	로	JKB	O
_	_	_	O
즉시	즉시	NNG	O
_	_	_	O
금액	금액	NNG	O
을	을	JKO	O
_	_	_	O
보낼	보내+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 버락 오바마 정부의 입맛에 맞게 말도 치밀하게 준비해 갔다.
## <버락 오바마:PER> 정부의 입맛에 맞게 말도 치밀하게 준비해 갔다.
버락	버락	NNP	B-PER
_	_	_	I-PER
오바마	오바마	NNP	I-PER
_	_	_	O
정부	정부	NNG	O
의	의	JKG	O
_	_	_	O
입맛	입맛	NNG	O
에	에	JKB	O
_	_	_	O
맞	맞	VV	O
게	게	EC	O
_	_	_	O
말	말	NNG	O
도	도	JX	O
_	_	_	O
치밀하	치밀하	VA	O
게	게	EC	O
_	_	_	O
준비해	준비하+여	VV+EC	O
_	_	_	O
갔	가+았	VX+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 지난달 22일 그를 만났다.
## 지난달 <22일:DAT> 그를 만났다.
지난달	지난달	NNG	O
_	_	_	O
22	22	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
그	그	NP	O
를	를	JKO	O
_	_	_	O
만났	만나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 13
## -『한국이 싫어서』가 화제가 되는 이유는 뭐라고 보나.“다들 한국 사회에 스트레스를 받고 있기 때문이 아닐까.
## -『<한국이 싫어서:POH>』가 화제가 되는 이유는 뭐라고 보나.“다들 <한국:ORG> 사회에 스트레스를 받고 있기 때문이 아닐까.
-	-	SO	O
『	『	SS	O
한국	한국	NNP	B-POH
이	이	JKS	I-POH
_	_	_	I-POH
싫	싫	VA	I-POH
어서	어서	EF	I-POH
』	』	SS	O
가	가	JKS	O
_	_	_	O
화제	화제	NNG	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
는	는	ETM	O
_	_	_	O
이유	이유	NNG	O
는	는	JX	O
_	_	_	O
뭐	뭐+이	NP+VCP	O
라고	라고	EC	O
_	_	_	O
보	보	VV	O
나	나	EF	O
.	.	SF	O
“	“	SS	O
다	다	NNG	O
들	들	JX	O
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	O
사회	사회	NNG	O
에	에	JKB	O
_	_	_	O
스트레스	스트레스	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	JKC	O
_	_	_	O
아닐까	아니+ㄹ까	VCN+EF	O
.	.	SF	O

