## 1
## 뮤지컬보다 영화(1992)가 먼저 만들어졌다.
## 뮤지컬보다 영화(<1992:DAT>)가 먼저 만들어졌다.
뮤지컬	뮤지컬	NNG	O
## <새누리당:ORG> <윤상현:PER> 의원이 <김무성:PER> 전 대표에게 욕설을 날린 전화 막말이 녹취돼 총선 공천에서 탈락했고, 지난달엔 <윤:PER> 의원과 <최경환:PER> 의원, <현기환:PER> 전 <청와대:ORG> 정무수석이 <김성회:PER> 전 의원에게 총선 지역구 변경을 요구한 전화 녹취록이 또다시 공개됐다.
새누리당	새누리당	NNP	B-ORG
_	_	_	O
윤상현	윤상현	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
이	이	JKS	O
_	_	_	O
김무성	김무성	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대표	대표	NNG	O
에게	에게	JKB	O
_	_	_	O
욕설	욕설	NNG	O
을	을	JKO	O
_	_	_	O
날린	날리+ㄴ	VV+ETM	O
_	_	_	O
전화	전화	NNG	O
_	_	_	O
막말	막말	NNG	O
이	이	JKS	O
_	_	_	O
녹취돼	녹취되+어	VV+EC	O
_	_	_	O
총선	총선	NNG	O
_	_	_	O
공천	공천	NNG	O
에서	에서	JKB	O
_	_	_	O
탈락	탈락하	VV	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
지난달	지난달	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
윤	윤	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
과	과	JC	O
_	_	_	O
최경환	최경환	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
,	,	SP	O
_	_	_	O
현기환	현기환	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
청와대	청와대	NNP	B-ORG
_	_	_	O
정무	정무	NNG	O
수석	수석	NNG	O
이	이	JKS	O
_	_	_	O
김성회	김성회	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
의원	의원	NNG	O
에게	에게	JKB	O
_	_	_	O
총선	총선	NNG	O
_	_	_	O
지역구	지역구	NNG	O
_	_	_	O
변경	변경	NNG	O
을	을	JKO	O
_	_	_	O
요구한	요구하+ㄴ	VV+ETM	O
_	_	_	O
전화	전화	NNG	O
_	_	_	O
녹취	녹취	NNG	O
록	록	XSN	O
이	이	JKS	O
_	_	_	O
또다시	또다시	MAG	O
_	_	_	O
공개	공개되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 닐슨코리아 조사에서는 모바일 쇼핑만을 이용하는 소비자 중 여성의 비율(62%)이 남성(38%)보다 훨씬 높았으며, 연령별로는 30대(32%)가 가장 많았기 때문이다.
## <닐슨코리아:ORG> 조사에서는 모바일 쇼핑만을 이용하는 소비자 중 여성의 비율(<62%:PNT>)이 남성(<38%:PNT>)보다 훨씬 높았으며, 연령별로는 <30대:NOH>(<32%:PNT>)가 가장 많았기 때문이다.
닐슨코리아	닐슨코리아	NNP	B-ORG
_	_	_	O
조사	조사	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
모바일	모바일	NNG	O
_	_	_	O
쇼핑	쇼핑	NNG	O
만	만	JX	O
을	을	JKO	O
_	_	_	O
이용하	이용하	VV	O
는	는	ETM	O
_	_	_	O
소비자	소비자	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
여성	여성	NNG	O
의	의	JKG	O
_	_	_	O
비율	비율	NNG	O
(	(	SS	O
62	62	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
이	이	JKS	O
_	_	_	O
남성	남성	NNG	O
(	(	SS	O
38	38	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
보다	보다	JKB	O
_	_	_	O
훨씬	훨씬	MAG	O
_	_	_	O
높	높	VA	O
았	았	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
연령	연령	NNG	O
별	별	XSN	O
로	로	JKB	O
는	는	JX	O
_	_	_	O
30	30	SN	B-NOH
대	대	NNB	I-NOH
(	(	SS	O
32	32	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
가	가	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
많	많	VA	O
았	았	EP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 방식은 4대4, 2대2, 1대1 등 3가지 형태로 제공된다.
## 방식은 <4대4:NOH>, <2대2:NOH>, <1대1:NOH> 등 <3가지:NOH> 형태로 제공된다.
방식	방식	NNG	O
은	은	JX	O
_	_	_	O
4	4	SN	B-NOH
대	대	NNB	I-NOH
4	4	SN	I-NOH
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
대	대	NNB	I-NOH
2	2	SN	I-NOH
,	,	SP	O
_	_	_	O
1	1	SN	B-NOH
대	대	NNB	I-NOH
1	1	SN	I-NOH
_	_	_	O
등	등	NNB	O
_	_	_	O
3	3	SN	B-NOH
가지	가지	NNB	I-NOH
_	_	_	O
형태	형태	NNG	O
로	로	JKB	O
_	_	_	O
제공된다	제공되+ㄴ다	VV+EF	O
.	.	SF	O

## 14
## 1골 1도움을 올린 손흥민의 맹활약에 토트넘은 왓포드에 전반에만 3-0으로 앞선 채 마쳤다.
## <1골:NOH> <1도움:NOH>을 올린 <손흥민:PER>의 맹활약에 <토트넘:ORG>은 <왓포드:ORG>에 전반에만 <3-0:NOH>으로 앞선 채 마쳤다.
1	1	SN	B-NOH
골	골	NNG	I-NOH
_	_	_	O
1	1	SN	B-NOH
도움	도움	NNG	I-NOH
을	을	JKO	O
_	_	_	O
올린	올리+ㄴ	VV+ETM	O
_	_	_	O
손흥민	손흥민	NNP	B-PER
의	의	JKG	O
_	_	_	O
맹활약	맹활약	NNG	O
에	에	JKB	O
_	_	_	O
토트넘	토트넘	NNP	B-ORG
은	은	JX	O
_	_	_	O
왓포드	왓포드	NNG	B-ORG
에	에	JKB	O
_	_	_	O
전반	전반	NNG	O
에	에	JKB	O
만	만	JX	O
_	_	_	O
3	3	SN	B-NOH
-	-	SO	I-NOH
0	0	SN	I-NOH
으로	으로	JKB	O
_	_	_	O
앞선	앞서+ㄴ	VV+ETM	O
_	_	_	O
채	채	NNB	O
_	_	_	O
마	마치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

