## 1
## 전작인 '고에몽1'의 경우 다소 뻔한 진행으로 뒤로 갈수록 약간은 지루한 길 찾기 게임이 되버렸습니다만, 이번부터는 다양한 스테이지 진행과 보스전 등이 존재하며, 2인 동시 플레이가 가능해져서!(두둥!) 친구 및 가족들과 재밌게 즐길 수 있습니다.
## 전작인 '<고에몽1:POH>'의 경우 다소 뻔한 진행으로 뒤로 갈수록 약간은 지루한 길 찾기 게임이 되버렸습니다만, 이번부터는 다양한 스테이지 진행과 보스전 등이 존재하며, <2인:NOH> 동시 플레이가 가능해져서!(두둥!) 친구 및 가족들과 재밌게 즐길 수 있습니다.
전작	전작	NNG	O
6000	6000	SN	B-MNY
만	만	NR	I-MNY
불	불	NNB	I-MNY
의	의	JKG	O
_	_	_	O
사나이	사나이	NNG	O
’	’	SS	O

## 4
## 88세 빨간마후라, 60년만에 출격
## <88세:NOH> <빨간마후라:PER>, <60년:DUR>만에 출격
88	88	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
빨간	빨갛+ㄴ	VA+ETM	B-PER
마후라	마후라	NNG	I-PER
,	,	SP	O
_	_	_	O
60	60	SN	B-DUR
년	년	NNB	I-DUR
만	만	NNB	O
에	에	JKB	O
_	_	_	O
출격	출격	NNG	O

## 5
## 하정우 서울대 인지과학연구소 전 연구원은 “사람은 한 분야에서 얻은 정보를 다른 분야에서도 쉽게 활용한다”며 “여러 분야를 넘나드는 ‘범용 인공지능’을 개발하는 것이 관건이 될 것”이라고 내다봤다.
## <하정우:PER> <서울대 인지과학연구소:ORG> 전 연구원은 “사람은 한 분야에서 얻은 정보를 다른 분야에서도 쉽게 활용한다”며 “여러 분야를 넘나드는 ‘범용 인공지능’을 개발하는 것이 관건이 될 것”이라고 내다봤다.
하정우	하정우	NNP	B-PER
_	_	_	O
서울대	서울대	NNP	B-ORG
_	_	_	I-ORG
인지	인지	NNG	I-ORG
과학	과학	NNG	I-ORG
연구소	연구소	NNG	I-ORG
_	_	_	O
전	전	MM	O
_	_	_	O
연구원	연구원	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
사람	사람	NNG	O
은	은	JX	O
_	_	_	O
한	한	MM	O
_	_	_	O
분야	분야	NNG	O
에서	에서	JKB	O
_	_	_	O
얻	얻	VV	O
은	은	ETM	O
_	_	_	O
정보	정보	NNG	O
를	를	JKO	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
분야	분야	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
쉽	쉽	VA	O
게	게	EC	O
_	_	_	O
활용한다	활용하+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
여러	여러	MM	O
_	_	_	O
분야	분야	NNG	O
를	를	JKO	O
_	_	_	O
넘나드	넘나들	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
범용	범용	NNG	O
_	_	_	O
인공	인공	NNG	O
지능	지능	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
개발하	개발하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
관건	관건	NNG	O
이	이	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
내다	내다보	VV	O
봤	았	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 3점슛 신기록
## <3점슛:NOH> 신기록
3	3	SN	B-NOH
점	점	NNB	I-NOH
슛	슛	NNG	I-NOH
_	_	_	O
신기록	신기록	NNG	O

## 7
## 26점차 역전승이 심어준 kt의 자신감
## <26점:NOH>차 역전승이 심어준 <kt:ORG>의 자신감
26	26	SN	B-NOH
점	점	NNB	I-NOH
차	차	NNG	O
_	_	_	O
역전승	역전승	NNG	O
이	이	JKS	O
_	_	_	O
심	심	VV	O
어	어	EC	O
준	주+ㄴ	VX+ETM	O
_	_	_	O
kt	kt	SL	B-ORG
의	의	JKG	O
_	_	_	O
자신감	자신감	NNG	O

## 8
## 단 한 번도 별도로 집과 회사의 위치를 입력하지 않았지만 스마트폰은 밤 시간에 주로 있는 공간은 집으로, 일과 시간에 주로 있는 공간은 회사로 인식했다.
## 단 <한 번:NOH>도 별도로 집과 회사의 위치를 입력하지 않았지만 스마트폰은 밤 시간에 주로 있는 공간은 집으로, 일과 시간에 주로 있는 공간은 회사로 인식했다.
단	단	MM	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
번	번	NNB	I-NOH
도	도	JX	O
_	_	_	O
별도	별도	NNG	O
로	로	JKB	O
_	_	_	O
집	집	NNG	O
과	과	JC	O
_	_	_	O
회사	회사	NNG	O
의	의	JKG	O
_	_	_	O
위치	위치	NNG	O
를	를	JKO	O
_	_	_	O
입력하	입력하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
지만	지만	EC	O
_	_	_	O
스마트	스마트	NNG	O
폰	폰	NNG	O
은	은	JX	O
_	_	_	O
밤	밤	NNG	O
_	_	_	O
시간	시간	NNG	O
에	에	JKB	O
_	_	_	O
주로	주로	MAG	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
공간	공간	NNG	O
은	은	JX	O
_	_	_	O
집	집	NNG	O
으로	으로	JKB	O
,	,	SP	O
_	_	_	O
일	일	NNG	O
과	과	JC	O
_	_	_	O
시간	시간	NNG	O
에	에	JKB	O
_	_	_	O
주로	주로	MAG	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
공간	공간	NNG	O
은	은	JX	O
_	_	_	O
회사	회사	NNG	O
로	로	JKB	O
_	_	_	O
인식	인식하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 일본 아베 신조(安倍晋三·사진) 정권을 흔들고 있는 불법 정치자금 논란의 불똥이 아베 총리 본인에게도 튀어 파장이 주목된다.
## <일본:ORG> <아베 신조:PER>(<安倍晋三:PER>·사진) 정권을 흔들고 있는 불법 정치자금 논란의 불똥이 <아베:PER> 총리 본인에게도 튀어 파장이 주목된다.
일본	일본	NNP	B-ORG
_	_	_	O
아베	아베	NNP	B-PER
_	_	_	I-PER
신조	신조	NNP	I-PER
(	(	SS	O
安倍晋三	安倍晋三	SH	B-PER
·	·	SP	O
사진	사진	NNG	O
)	)	SS	O
_	_	_	O
정권	정권	NNG	O
을	을	JKO	O
_	_	_	O
흔들	흔들	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
불법	불법	NNG	O
_	_	_	O
정치	정치	NNG	O
자금	자금	NNG	O
_	_	_	O
논란	논란	NNG	O
의	의	JKG	O
_	_	_	O
불똥	불똥	NNG	O
이	이	JKS	O
_	_	_	O
아베	아베	NNP	B-PER
_	_	_	O
총리	총리	NNG	O
_	_	_	O
본인	본인	NNG	O
에게	에게	JKB	O
도	도	JX	O
_	_	_	O
튀	튀	VV	O
어	어	EC	O
_	_	_	O
파장	파장	NNG	O
이	이	JKS	O
_	_	_	O
주목된다	주목되+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 윤상 박진영 자이언티, 무한도전 가요제 합류 '역대 최강 라인업', 어떤 멤버와?
## <윤상:PER> <박진영:PER> <자이언티:PER>, 무한도전 가요제 합류 '역대 최강 라인업', 어떤 멤버와?
윤상	윤상	NNP	B-PER
_	_	_	O
박진영	박진영	NNP	B-PER
_	_	_	O
자이언티	자이언티	NNG	B-PER
,	,	SP	O
_	_	_	O
무한도전	무한도전	NNP	O
_	_	_	O
가요제	가요제	NNG	O
_	_	_	O
합류	합류	NNG	O
_	_	_	O
'	'	SS	O
역대	역대	NNG	O
_	_	_	O
최강	최강	NNG	O
_	_	_	O
라인업	라인업	NNG	O
'	'	SS	O
,	,	SP	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
멤버	멤버	NNG	O
와	와	JC	O
?	?	SF	O

## 11
## 이번 콜드플레이 내한공연은 지난해 11월 티켓 예매에서 4만5000석이 수분만에 팔려나가면서 화제가 됐다.
## 이번 <콜드플레이:ORG> 내한공연은 지난해 <11월:DAT> 티켓 예매에서 <4만5000석:NOH>이 수분만에 팔려나가면서 화제가 됐다.
이번	이번	NNG	O
_	_	_	O
콜드플레이	콜드플레이	NNP	B-ORG
_	_	_	O
내한	내한	NNG	O
공연	공연	NNG	O
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
11	11	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
티켓	티켓	NNG	O
_	_	_	O
예매	예매	NNG	O
에서	에서	JKB	O
_	_	_	O
4	4	SN	B-NOH
만	만	NR	I-NOH
5000	5000	SN	I-NOH
석	석	NNB	I-NOH
이	이	JKS	O
_	_	_	O
수	수	NNG	O
분	분	NNB	O
만	만	NNB	O
에	에	JKB	O
_	_	_	O
팔려	팔리+어	VV+EC	O
나가	나가	VX	O
면서	면서	EC	O
_	_	_	O
화제	화제	NNG	O
가	가	JKC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 서유리, “어릴때 상처…떠올리기도 싫을 정도로 집요한 괴롭힘”
## <서유리:PER>, “어릴때 상처…떠올리기도 싫을 정도로 집요한 괴롭힘”
서유리	서유리	NNP	B-PER
,	,	SP	O
_	_	_	O
“	“	SS	O
어릴	어리+ㄹ	VA+ETM	O
때	때	NNG	O
_	_	_	O
상처	상처	NNG	O
…	…	SE	O
떠올리	떠올리	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
싫	싫	VA	O
을	을	ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
집요한	집요하+ㄴ	VA+ETM	O
_	_	_	O
괴롭힘	괴롭히+ㅁ	VV+ETN	O
”	”	SS	O

## 13
## 200여 년간 자유주의적 근대성은 민주주의를 전진시켰다.
## <200여 년:NOH>간 자유주의적 근대성은 민주주의를 전진시켰다.
200	200	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
년	년	NNB	I-NOH
간	간	XSN	O
_	_	_	O
자유주의	자유주의	NNG	O
적	적	XSN	O
_	_	_	O
근대성	근대성	NNG	O
은	은	JX	O
_	_	_	O
민주주의	민주주의	NNG	O
를	를	JKO	O
_	_	_	O
전진	전진	NNG	O
시	시키	XSV	O
켰	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## [Money&Life]핀테크 바람타고 재도약 ‘리스크 인프라’ 구축 신뢰 회복
## [<Money&Life:POH>]핀테크 바람타고 재도약 ‘리스크 인프라’ 구축 신뢰 회복
[	[	SS	O
Money	Money	SL	B-POH
&	&	SW	I-POH
Life	Life	SL	I-POH
]	]	SS	O
핀테크	핀테크	NNG	O
_	_	_	O
바람	바람	NNG	O
타	타	VV	O
고	고	EC	O
_	_	_	O
재	재	XPN	O
도약	도약	NNG	O
_	_	_	O
‘	‘	SS	O
리스크	리스크	NNG	O
_	_	_	O
인프라	인프라	NNG	O
’	’	SS	O
_	_	_	O
구축	구축	NNG	O
_	_	_	O
신뢰	신뢰	NNG	O
_	_	_	O
회복	회복	NNG	O

## 15
## 회사는 A 씨가 개인적인 이유로 출장명령을 거부했다며 해고했다.
## 회사는 <A:PER> 씨가 개인적인 이유로 출장명령을 거부했다며 해고했다.
회사	회사	NNG	O
는	는	JX	O
_	_	_	O
A	A	SL	B-PER
_	_	_	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
개인적	개인적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
이유	이유	NNG	O
로	로	JKB	O
_	_	_	O
출장	출장	NNG	O
명령	명령	NNG	O
을	을	JKO	O
_	_	_	O
거부	거부하	VV	O
했	였	EP	O
다며	다며	EC	O
_	_	_	O
해고	해고하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 브레이크 페달 또는 기어 봉에 부착된 스위치 조작으로 동력을 차단하고, 가속 페달의 조작으로 동력을 전달시켜 기어 변속을 편리하게 해주는 동시에 10∼25%의 연료 절감 효과를 낸다.
## 브레이크 페달 또는 기어 봉에 부착된 스위치 조작으로 동력을 차단하고, 가속 페달의 조작으로 동력을 전달시켜 기어 변속을 편리하게 해주는 동시에 <10:PNT>∼<25%:PNT>의 연료 절감 효과를 낸다.
브레이크	브레이크	NNG	O
_	_	_	O
페달	페달	NNG	O
_	_	_	O
또는	또는	MAG	O
_	_	_	O
기	기	VV	O
어	어	EC	O
_	_	_	O
봉	봉	NNG	O
에	에	JKB	O
_	_	_	O
부착된	부착되+ㄴ	VV+ETM	O
_	_	_	O
스위치	스위치	NNG	O
_	_	_	O
조작	조작	NNG	O
으로	으로	JKB	O
_	_	_	O
동력	동력	NNG	O
을	을	JKO	O
_	_	_	O
차단하	차단하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
가속	가속	NNG	O
_	_	_	O
페달	페달	NNG	O
의	의	JKG	O
_	_	_	O
조작	조작	NNG	O
으로	으로	JKB	O
_	_	_	O
동력	동력	NNG	O
을	을	JKO	O
_	_	_	O
전달	전달	NNG	O
시켜	시키+어	XSV+EC	O
_	_	_	O
기어	기어	NNG	O
_	_	_	O
변속	변속	NNG	O
을	을	JKO	O
_	_	_	O
편리하	편리하	VA	O
게	게	EC	O
_	_	_	O
해	하+여	VX+EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
동시	동시	NNG	O
에	에	JKB	O
_	_	_	O
10	10	SN	B-PNT
∼	∼	SO	O
25	25	SN	B-PNT
%	%	SW	I-PNT
의	의	JKG	O
_	_	_	O
연료	연료	NNG	O
_	_	_	O
절감	절감	NNG	O
_	_	_	O
효과	효과	NNG	O
를	를	JKO	O
_	_	_	O
낸다	내+ㄴ다	VV+EF	O
.	.	SF	O

## 17
## 빅토리아, 설리 탈퇴 언급… “4명으로 열심히 활동할 것”
## <빅토리아:PER>, <설리:PER> 탈퇴 언급… “<4명:NOH>으로 열심히 활동할 것”
빅토리아	빅토리아	NNP	B-PER
,	,	SP	O
_	_	_	O
설리	설리	NNG	B-PER
_	_	_	O
탈퇴	탈퇴	NNG	O
_	_	_	O
언급	언급	NNG	O
…	…	SE	O
_	_	_	O
“	“	SS	O
4	4	SN	B-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
열심히	열심히	MAG	O
_	_	_	O
활동할	활동하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O

