## 1
## A : 사실 직접 제작한 가수가 아니라, 곡을 주는 가수들도 이번에 잘될지 안 될지 예측하기가 정말 쉽지 않아요.
## <A:PER> : 사실 직접 제작한 가수가 아니라, 곡을 주는 가수들도 이번에 잘될지 안 될지 예측하기가 정말 쉽지 않아요.
A	A	SL	B-PER
## 김우겸도 올해 전국체전 1km 독주에서 우승하며 차세대 사이클 기대주로 꼽힌다.
## <김우겸:PER>도 올해 전국체전 <1km:NOH> 독주에서 우승하며 차세대 사이클 기대주로 꼽힌다.
김우겸	김우겸	NNP	B-PER
도	도	JX	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
전국	전국	NNG	O
체전	체전	NNG	O
_	_	_	O
1	1	SN	B-NOH
km	km	SL	I-NOH
_	_	_	O
독주	독주	NNG	O
에서	에서	JKB	O
_	_	_	O
우승하	우승하	VV	O
며	며	EC	O
_	_	_	O
차세대	차세대	NNG	O
_	_	_	O
사이클	사이클	NNG	O
_	_	_	O
기대주	기대주	NNG	O
로	로	JKB	O
_	_	_	O
꼽힌다	꼽히+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 에이전트업계에선 이적료만 300만~400만달러(약 34억~45억원)로 추산한다.
## 에이전트업계에선 이적료만 <300만:MNY>~<400만달러:MNY>(약 <34억:MNY>~<45억원:MNY>)로 추산한다.
에이전트	에이전트	NNG	O
업계	업계	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
이적	이적	NNG	O
료	료	XSN	O
만	만	JX	O
_	_	_	O
300	300	SN	B-MNY
만	만	NR	I-MNY
~	~	SO	O
400	400	SN	B-MNY
만	만	NR	I-MNY
달러	달러	NNB	I-MNY
(	(	SS	O
약	약	MM	O
_	_	_	O
34	34	SN	B-MNY
억	억	NR	I-MNY
~	~	SO	O
45	45	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
로	로	JKB	O
_	_	_	O
추산한다	추산하+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 수은은 대우조선에 지원한 기존 대출금(1조6000억원)은 출자전환하지 않고, 이중 1조원 정도를 영구채로 바꾸기로 했다.
## <수은:ORG>은 <대우조선:ORG>에 지원한 기존 대출금(<1조6000억원:MNY>)은 출자전환하지 않고, 이중 <1조원:MNY> 정도를 영구채로 바꾸기로 했다.
수은	수은	NNG	B-ORG
은	은	JX	O
_	_	_	O
대우조선	대우조선	NNP	B-ORG
에	에	JKB	O
_	_	_	O
지원한	지원하+ㄴ	VV+ETM	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
대출금	대출금	NNG	O
(	(	SS	O
1	1	SN	B-MNY
조	조	NNG	I-MNY
6000	6000	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
은	은	JX	O
_	_	_	O
출자	출자	NNG	O
전환하	전환하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
,	,	SP	O
_	_	_	O
이	이	MM	O
중	중	NNB	O
_	_	_	O
1	1	SN	B-MNY
조	조	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
정도	정도	NNG	O
를	를	JKO	O
_	_	_	O
영구	영구	NNG	O
채	채	NNB	O
로	로	JKB	O
_	_	_	O
바꾸	바꾸	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 고심명보의원 보좌관 출신인 무소속의 강도원후보는 심전의원과 함께 그동안 지역발전을 위해 노력해온 점을 강조.
## 고<심명보:PER>의원 보좌관 출신인 무소속의 <강도원:PER>후보는 <심:PER>전의원과 함께 그동안 지역발전을 위해 노력해온 점을 강조.
고	고	NNP	O
심명보	심명보	NNP	B-PER
의원	의원	NNG	O
_	_	_	O
보좌관	보좌관	NNG	O
_	_	_	O
출신	출신	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
무소속	무소속	NNG	O
의	의	JKG	O
_	_	_	O
강도원	강도원	NNP	B-PER
후보	후보	NNG	O
는	는	JX	O
_	_	_	O
심	심	NNG	B-PER
전	전	MM	O
의원	의원	NNG	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
그동안	그동안	NNG	O
_	_	_	O
지역	지역	NNG	O
발전	발전	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
노력해	노력하+여	VV+EC	O
온	오+ㄴ	VX+ETM	O
_	_	_	O
점	점	NNG	O
을	을	JKO	O
_	_	_	O
강조	강조	NNG	O
.	.	SF	O

## 8
## 이번 대회 전까지 6경기에 등판했지만 평균자책점은 7점대에 그쳤다.
## 이번 대회 전까지 <6경기:NOH>에 등판했지만 평균자책점은 <7점:NOH>대에 그쳤다.
이번	이번	NNG	O
_	_	_	O
대회	대회	NNG	O
_	_	_	O
전	전	NNG	O
까지	까지	JX	O
_	_	_	O
6	6	SN	B-NOH
경기	경기	NNG	I-NOH
에	에	JKB	O
_	_	_	O
등판	등판하	VV	O
했	였	EP	O
지만	지만	EC	O
_	_	_	O
평균	평균	NNG	O
자책점	자책점	NNG	O
은	은	JX	O
_	_	_	O
7	7	SN	B-NOH
점대	점대	NNG	O
에	에	JKB	O
_	_	_	O
그	그치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 수상자중 어린나이에도 불구하고 정부의 정책을 바꾸게 한 멕시코의 소년, 노래를 통해 환경운동을 전개한 캐나다의 가수, 언론기관으로서 환경운동의 전면에 나선 조선일보사가 인상깊었다.
## 수상자중 어린나이에도 불구하고 정부의 정책을 바꾸게 한 <멕시코:ORG>의 소년, 노래를 통해 환경운동을 전개한 <캐나다:ORG>의 가수, 언론기관으로서 환경운동의 전면에 나선 <조선일보사:ORG>가 인상깊었다.
수상자	수상자	NNG	O
중	중	NNB	O
_	_	_	O
어린	어리+ㄴ	VA+ETM	O
나이	나이	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
불구하	불구하	VV	O
고	고	EC	O
_	_	_	O
정부	정부	NNG	O
의	의	JKG	O
_	_	_	O
정책	정책	NNG	O
을	을	JKO	O
_	_	_	O
바꾸	바꾸	VV	O
게	게	EC	O
_	_	_	O
한	한	NNP	O
_	_	_	O
멕시코	멕시코	NNP	B-ORG
의	의	JKG	O
_	_	_	O
소년	소년	NNG	O
,	,	SP	O
_	_	_	O
노래	노래	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
환경	환경	NNG	O
운동	운동	NNG	O
을	을	JKO	O
_	_	_	O
전개한	전개하+ㄴ	VV+ETM	O
_	_	_	O
캐나다	캐나다	NNP	B-ORG
의	의	JKG	O
_	_	_	O
가수	가수	NNG	O
,	,	SP	O
_	_	_	O
언론	언론	NNG	O
기관	기관	NNG	O
으로서	으로서	JKB	O
_	_	_	O
환경	환경	NNG	O
운동	운동	NNG	O
의	의	JKG	O
_	_	_	O
전면	전면	NNG	O
에	에	JKB	O
_	_	_	O
나선	나서+ㄴ	VV+ETM	O
_	_	_	O
조선일보사	조선일보사	NNP	B-ORG
가	가	JKS	O
_	_	_	O
인상	인상	NNG	O
깊	깊	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## ‘코코엔터 폐업 김준호’코코엔터테인먼트(이하 코코엔터)가 법인설립 약 3년여 만에 폐업을 결정했다.
## ‘<코코엔터:ORG> 폐업 <김준호:PER>’<코코엔터테인먼트:ORG>(이하 <코코엔터:ORG>)가 법인설립 약 <3년여 만:NOH>에 폐업을 결정했다.
‘	‘	SS	O
코코	코코	NNP	B-ORG
엔터	엔터	NNG	I-ORG
_	_	_	O
폐업	폐업	NNG	O
_	_	_	O
김준호	김준호	NNP	B-PER
’	’	SS	O
코코	코코	NNP	B-ORG
엔터테인먼트	엔터테인먼트	NNG	I-ORG
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
코코	코코	NNP	B-ORG
엔터	엔터	NNG	I-ORG
)	)	SS	O
가	가	JKS	O
_	_	_	O
법인	법인	NNG	O
설립	설립	NNG	O
_	_	_	O
약	약	MM	O
_	_	_	O
3	3	SN	B-NOH
년	년	NNB	I-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
만	만	NNB	I-NOH
에	에	JKB	O
_	_	_	O
폐업	폐업	NNG	O
을	을	JKO	O
_	_	_	O
결정	결정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 지난 24일 코코엔터는 “회생하기 위해 임원들이 발로 뛰며 노력했다.
## 지난 <24일:DAT> <코코엔터:ORG>는 “회생하기 위해 임원들이 발로 뛰며 노력했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
24	24	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
코코	코코	NNP	B-ORG
엔터	엔터	NNG	I-ORG
는	는	JX	O
_	_	_	O
“	“	SS	O
회생하	회생하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
임원	임원	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
발	발	NNG	O
로	로	JKB	O
_	_	_	O
뛰	뛰	VV	O
며	며	EC	O
_	_	_	O
노력	노력하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 선린인터넷고와 대구 상원고의 제69회 황금사자기 전국고교야구대회 겸 주말리그 왕중왕전(동아일보·스포츠동아·대한야구협회 공동주최) 결승이 열린 29일. 경기 직전 한국야구위원회(KBO)는 kt와 NC를 제외한 8개 구단의 2016년도 1차 지명 선수 명단을 발표했다.
## <선린인터넷고:ORG>와 <대구 상원고:ORG>의 <제69회:NOH> <황금사자기 전국고교야구대회:POH> 겸 주말리그 왕중왕전(<동아일보:ORG>·<스포츠동아:ORG>·<대한야구협회:ORG> 공동주최) 결승이 열린 <29일:DAT>. 경기 직전 <한국야구위원회:ORG>(<KBO:ORG>)는 <kt:ORG>와 <NC:ORG>를 제외한 <8개:NOH> 구단의 <2016년:DAT>도 <1차:NOH> 지명 선수 명단을 발표했다.
선린인터넷고	선린인터넷고	NNP	B-ORG
와	와	JC	O
_	_	_	O
대구	대구	NNP	B-ORG
_	_	_	I-ORG
상	상	NNG	I-ORG
원고	원고	NNG	I-ORG
의	의	JKG	O
_	_	_	O
제	제	XPN	B-NOH
69	69	SN	I-NOH
회	회	NNB	I-NOH
_	_	_	O
황금	황금	NNG	B-POH
사자	사자	NNG	I-POH
기	기	NNG	I-POH
_	_	_	I-POH
전국	전국	NNG	I-POH
고교	고교	NNG	I-POH
야구	야구	NNG	I-POH
대회	대회	NNG	I-POH
_	_	_	O
겸	겸	NNB	O
_	_	_	O
주말	주말	NNG	O
리그	리그	NNG	O
_	_	_	O
왕중왕	왕중왕	NNP	O
전	전	XSN	O
(	(	SS	O
동아일보	동아일보	NNP	B-ORG
·	·	SP	O
스포츠	스포츠	NNG	B-ORG
동아	동아	NNP	I-ORG
·	·	SP	O
대한야구협회	대한야구협회	NNP	B-ORG
_	_	_	O
공동	공동	NNG	O
주최	주최	NNG	O
)	)	SS	O
_	_	_	O
결승	결승	NNG	O
이	이	JKS	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
.	.	SF	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
직전	직전	NNG	O
_	_	_	O
한국야구위원회	한국야구위원회	NNP	B-ORG
(	(	SS	O
KBO	KBO	SL	B-ORG
)	)	SS	O
는	는	JX	O
_	_	_	O
kt	kt	SL	B-ORG
와	와	JC	O
_	_	_	O
NC	NC	SL	B-ORG
를	를	JKO	O
_	_	_	O
제외한	제외하+ㄴ	VV+ETM	O
_	_	_	O
8	8	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
구단	구단	NNG	O
의	의	JKG	O
_	_	_	O
2016	2016	SN	B-DAT
년도	년도	NNB	O
_	_	_	O
1	1	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
지명	지명	NNG	O
_	_	_	O
선수	선수	NNG	O
_	_	_	O
명단	명단	NNG	O
을	을	JKO	O
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 지난해 6월 이후 대출액이 110억 원(460건)에 이른다.
## 지난해 <6월:DAT> 이후 대출액이 <110억 원:MNY>(<460건:NOH>)에 이른다.
지난해	지난해	NNG	O
_	_	_	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
이후	이후	NNG	O
_	_	_	O
대출	대출	NNG	O
액	액	XSN	O
이	이	JKS	O
_	_	_	O
110	110	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
(	(	SS	O
460	460	SN	B-NOH
건	건	NNB	I-NOH
)	)	SS	O
에	에	JKB	O
_	_	_	O
이른다	이르+ㄴ다	VV+EF	O
.	.	SF	O

## 14
## 올 6월 세상을 떠난 무하마드 알리의 장례식에서 “알리가 나에게 바통을 넘겨줬다.
## 올 <6월:DAT> 세상을 떠난 <무하마드 알리:PER>의 장례식에서 “<알리:PER>가 나에게 바통을 넘겨줬다.
올	올	NNG	O
_	_	_	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
세상	세상	NNG	O
을	을	JKO	O
_	_	_	O
떠난	떠나+ㄴ	VV+ETM	O
_	_	_	O
무하마드	무하마드	NNP	B-PER
_	_	_	I-PER
알리	알리	NNP	I-PER
의	의	JKG	O
_	_	_	O
장례식	장례식	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
알리	알리	NNP	B-PER
가	가	JKS	O
_	_	_	O
나	나	NP	O
에게	에게	JKB	O
_	_	_	O
바통	바통	NNG	O
을	을	JKO	O
_	_	_	O
넘겨	넘겨주	VV	O
줬	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 또 다른 야수 B는 “수비시간이 길어지면 집중력이 떨어질 수밖에 없다.
## 또 다른 야수 <B:PER>는 “수비시간이 길어지면 집중력이 떨어질 수밖에 없다.
또	또	MAG	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
야수	야수	NNG	O
_	_	_	O
B	B	SL	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
수비	수비	NNG	O
시간	시간	NNG	O
이	이	JKS	O
_	_	_	O
길어지	길어지	VV	O
면	면	EC	O
_	_	_	O
집중력	집중력	NNG	O
이	이	JKS	O
_	_	_	O
떨어질	떨어지+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
밖에	밖에	JX	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

## 16
## R프로젝트란 이름으로 시작된 플레이버 소주 개발은 사내에서조차 관계자 5명만 알 정도로 극비로 진행됐다.
## <R프로젝트:POH>란 이름으로 시작된 플레이버 소주 개발은 사내에서조차 관계자 <5명:NOH>만 알 정도로 극비로 진행됐다.
R	R	SL	B-POH
프로젝트	프로젝트+이	NNG+VCP	I-POH
란	란	ETM	O
_	_	_	O
이름	이름	NNG	O
으로	으로	JKB	O
_	_	_	O
시작된	시작되+ㄴ	VV+ETM	O
_	_	_	O
플레이버	플레이버	NNP	O
_	_	_	O
소주	소주	NNG	O
_	_	_	O
개발	개발	NNG	O
은	은	JX	O
_	_	_	O
사내	사내	NNG	O
에서	에서	JKB	O
조차	조차	JX	O
_	_	_	O
관계자	관계자	NNG	O
_	_	_	O
5	5	SN	B-NOH
명	명	NNB	I-NOH
만	만	JX	O
_	_	_	O
알	알+ㄹ	VV+ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
극비	극비	NNG	O
로	로	JKB	O
_	_	_	O
진행	진행되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

