## 1
## 아날로그 휠을 적용해 손맛을 살리고, 무선충전기와 블루투스 스피커을 결합시킨 ‘스톤’이라는 부품을 함께 제공하는 팬택의 승부수가 소비자의 마음을 움직였다는 뜻이다.
## 아날로그 휠을 적용해 손맛을 살리고, 무선충전기와 블루투스 스피커을 결합시킨 ‘<스톤:POH>’이라는 부품을 함께 제공하는 <팬택:ORG>의 승부수가 소비자의 마음을 움직였다는 뜻이다.
아날로그	아날로그	NNG	O
는	는	ETM	O
_	_	_	O
옛	옛	MM	O
_	_	_	O
서울	서울	NNP	B-LOC
남부	남부	NNG	I-LOC
교정	교정	NNG	I-LOC
시설	시설	NNG	I-LOC
부지	부지	NNG	I-LOC
의	의	JKG	O
_	_	_	O
상업	상업	NNG	O
시설	시설	NNG	O
_	_	_	O
지상	지상	NNG	O
_	_	_	O
1	1	SN	B-NOH
~	~	SO	O
2	2	SN	B-NOH
층	층	NNG	I-NOH
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
엔터	엔터	NNG	B-POH
식스	식스	NNG	I-POH
’	’	SS	O
_	_	_	O
쇼핑몰	쇼핑몰	NNG	O
을	을	JKO	O
_	_	_	O
오픈	오픈	NNG	O
한다고	하+ㄴ다고	XSV+EC	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 이날 트럼프는 “신성한 선거에서 전화 도청은 매우 저급한 짓”이라며 “훌륭한 변호사라면 오바마가 지난해 10월 내 전화를 도청했다는 사실을 입증할 수 있을 것”이라고 주장했다.
## 이날 <트럼프:PER>는 “신성한 선거에서 전화 도청은 매우 저급한 짓”이라며 “훌륭한 변호사라면 <오바마:PER>가 지난해 <10월:DAT> 내 전화를 도청했다는 사실을 입증할 수 있을 것”이라고 주장했다.
이날	이날	NNG	O
_	_	_	O
트럼프	트럼프	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
신성한	신성하+ㄴ	VA+ETM	O
_	_	_	O
선거	선거	NNG	O
에서	에서	JKB	O
_	_	_	O
전화	전화	NNG	O
_	_	_	O
도청	도청	NNG	O
은	은	JX	O
_	_	_	O
매우	매우	MAG	O
_	_	_	O
저급한	저급하+ㄴ	VA+ETM	O
_	_	_	O
짓	짓	NNG	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
훌륭한	훌륭하+ㄴ	VA+ETM	O
_	_	_	O
변호사	변호사+이	NNG+VCP	O
라면	라면	EC	O
_	_	_	O
오바마	오바마	NNP	B-PER
가	가	JKS	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
10	10	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
전화	전화	NNG	O
를	를	JKO	O
_	_	_	O
도청	도청하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
사실	사실	NNG	O
을	을	JKO	O
_	_	_	O
입증할	입증하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
주장	주장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 게다가 이재학은 2010년 두산으로 입단했던 중고신인이었다.
## 게다가 <이재학:PER>은 <2010년:DAT> <두산:ORG>으로 입단했던 중고신인이었다.
게다가	게다가	MAG	O
_	_	_	O
이재학	이재학	NNP	B-PER
은	은	JX	O
_	_	_	O
2010	2010	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
두산	두산	NNP	B-ORG
으로	으로	JKB	O
_	_	_	O
입단	입단하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
중	중	NNG	O
고	고	NNG	O
신인	신인	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 양상문 감독은 “투수는 훈련할 때 한계점이 있다.
## <양상문:PER> 감독은 “투수는 훈련할 때 한계점이 있다.
양상문	양상문	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
투수	투수	NNG	O
는	는	JX	O
_	_	_	O
훈련할	훈련하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
한계	한계	NNG	O
점	점	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 6
## 그룹 소녀시대 서현이 웹드라마 ‘루비루비럽’에서 호흡을 맞춘 배우 이철우, 지헤라와 함께 찍은 사진을 공개했다.
## 그룹 <소녀시대:ORG> <서현:PER>이 웹드라마 ‘<루비루비럽:POH>’에서 호흡을 맞춘 배우 <이철우:PER>, <지헤라:PER>와 함께 찍은 사진을 공개했다.
그룹	그룹	NNG	O
_	_	_	O
소녀	소녀	NNG	B-ORG
시대	시대	NNG	I-ORG
_	_	_	O
서현이	서현이	NNP	O
_	_	_	O
웹	웹	NNG	O
드라마	드라마	NNG	O
_	_	_	O
‘	‘	SS	O
루비	루비	NNG	B-POH
루비	루비	NNG	I-POH
럽	럽	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
호흡	호흡	NNG	O
을	을	JKO	O
_	_	_	O
맞춘	맞추+ㄴ	VV+ETM	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
이철우	이철우	NNP	B-PER
,	,	SP	O
_	_	_	O
지	지	NNB	B-PER
헤라	헤라	NNP	I-PER
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
찍	찍	VV	O
은	은	ETM	O
_	_	_	O
사진	사진	NNG	O
을	을	JKO	O
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 서현은 17일 인스타그램에 이철우, 지헤라와 함께한 사진과 함께 “18일에 만나요”라는 글을 올렸다.
## <서현:PER>은 <17일:DAT> <인스타그램:POH>에 <이철우:PER>, <지헤라:PER>와 함께한 사진과 함께 “<18일:DAT>에 만나요”라는 글을 올렸다.
서현	서현	NNP	B-PER
은	은	JX	O
_	_	_	O
17	17	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
인스타그램	인스타그램	NNG	B-POH
에	에	JKB	O
_	_	_	O
이철우	이철우	NNP	B-PER
,	,	SP	O
_	_	_	O
지	지	NNB	B-PER
헤라	헤라	NNP	I-PER
와	와	JC	O
_	_	_	O
함께한	함께하+ㄴ	VV+ETM	O
_	_	_	O
사진	사진	NNG	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
“	“	SS	O
18	18	SN	B-DAT
일	일	NNB	I-DAT
에	에	JKB	O
_	_	_	O
만나요	만나+아요	VV+EF	O
”	”+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
글	글	NNG	O
을	을	JKO	O
_	_	_	O
올	올리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 사진을 보면 서현, 이철우, 지헤라가 온스타일 웹드라마 ‘루비루비럽’ 포스터 앞에서 포즈를 취하고 있다.
## 사진을 보면 <서현:PER>, <이철우:PER>, <지헤라:PER>가 온스타일 웹드라마 ‘<루비루비럽:POH>’ 포스터 앞에서 포즈를 취하고 있다.
사진	사진	NNG	O
을	을	JKO	O
_	_	_	O
보	보	VV	O
면	면	EC	O
_	_	_	O
서현	서현	NNP	B-PER
,	,	SP	O
_	_	_	O
이철우	이철우	NNP	B-PER
,	,	SP	O
_	_	_	O
지	지	NNB	B-PER
헤라	헤라	NNP	I-PER
가	가	JKS	O
_	_	_	O
온스타	온스타	NNP	O
일	일	NNP	O
_	_	_	O
웹	웹	NNG	O
드라마	드라마	NNG	O
_	_	_	O
‘	‘	SS	O
루비	루비	NNG	B-POH
루비	루비	NNG	I-POH
럽	럽	NNG	I-POH
’	’	SS	O
_	_	_	O
포스터	포스터	NNG	O
_	_	_	O
앞	앞	NNG	O
에서	에서	JKB	O
_	_	_	O
포즈	포즈	NNG	O
를	를	JKO	O
_	_	_	O
취하	취하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 9
## 서현은 이날 서울 마포구 상암 CJ E&M 사옥에서 열린 웹드라마 ‘루비루비럽’ 제작발표회에 참석해 이철우와 호흡을 맞추게 된 소감을 전했다.
## <서현:PER>은 이날 <서울:LOC> <마포구:LOC> <상암 CJ E&M 사옥:LOC>에서 열린 웹드라마 ‘<루비루비럽:POH>’ 제작발표회에 참석해 <이철우:PER>와 호흡을 맞추게 된 소감을 전했다.
서현	서현	NNP	B-PER
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
마포구	마포구	NNP	B-LOC
_	_	_	O
상암	상암	NNP	B-LOC
_	_	_	I-LOC
CJ	CJ	SL	I-LOC
_	_	_	I-LOC
E	E	SL	I-LOC
&	&	SW	I-LOC
M	M	SL	I-LOC
_	_	_	I-LOC
사옥	사옥	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
웹	웹	NNG	O
드라마	드라마	NNG	O
_	_	_	O
‘	‘	SS	O
루비	루비	NNG	B-POH
루비	루비	NNG	I-POH
럽	럽	NNG	I-POH
’	’	SS	O
_	_	_	O
제작	제작	NNG	O
발표회	발표회	NNG	O
에	에	JKB	O
_	_	_	O
참석해	참석하+여	VV+EC	O
_	_	_	O
이철우	이철우	NNP	B-PER
와	와	JKB	O
_	_	_	O
호흡	호흡	NNG	O
을	을	JKO	O
_	_	_	O
맞추	맞추	VV	O
게	게	EC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
소감	소감	NNG	O
을	을	JKO	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 이 자리에서 그는 “특히 이철우와 함께 호흡하게 된 것에 대해 티파니가 가장 좋아했다”며 “티파니 언니도 예전에 이철우와 같은 작품에 출연한 적이 있다”고 말했다.
## 이 자리에서 그는 “특히 <이철우:PER>와 함께 호흡하게 된 것에 대해 <티파니:PER>가 가장 좋아했다”며 “<티파니:PER> 언니도 예전에 <이철우:PER>와 같은 작품에 출연한 적이 있다”고 말했다.
이	이	MM	O
_	_	_	O
자리	자리	NNG	O
에서	에서	JKB	O
_	_	_	O
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
특히	특히	MAG	O
_	_	_	O
이철우	이철우	NNP	B-PER
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
호흡하	호흡하	VV	O
게	게	EC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
티파니	티파니	NNP	B-PER
가	가	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
좋아	좋아하	VV	O
했	었	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
티파니	티파니	NNP	B-PER
_	_	_	O
언니	언니	NNG	O
도	도	JX	O
_	_	_	O
예전	예전	NNG	O
에	에	JKB	O
_	_	_	O
이철우	이철우	NNP	B-PER
와	와	JC	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
작품	작품	NNG	O
에	에	JKB	O
_	_	_	O
출연한	출연하+ㄴ	VV+ETM	O
_	_	_	O
적	적	NNB	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 한편 ‘루비루비럽’은 5부작으로 오는 18일 첫 방송한다.
## 한편 ‘<루비루비럽:POH>’은 <5부작:NOH>으로 오는 <18일:DAT> 첫 방송한다.
한편	한편	MAG	O
_	_	_	O
‘	‘	SS	O
루비	루비	NNG	B-POH
루비	루비	NNG	I-POH
럽	럽	NNG	I-POH
’	’	SS	O
은	은	JX	O
_	_	_	O
5	5	SN	B-NOH
부	부	NNB	I-NOH
작	작	XSN	I-NOH
으로	으로	JKB	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
18	18	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
첫	첫	MM	O
_	_	_	O
방송한다	방송하+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 152가 패착. 참고 2도처럼 백 1, 3으로 중앙을 막았어야 했다.
## <152:NOH>가 패착. 참고 <2도:NOH>처럼 <백 1:NOH>, <3:NOH>으로 중앙을 막았어야 했다.
152	152	SN	B-NOH
가	가	JKS	O
_	_	_	O
패착	패착	NNG	O
.	.	SF	O
_	_	_	O
참	참	VV	O
고	고	EC	O
_	_	_	O
2	2	SN	B-NOH
도	도	XSN	I-NOH
처럼	처럼	JKB	O
_	_	_	O
백	백	NR	B-NOH
_	_	_	I-NOH
1	1	SN	I-NOH
,	,	SP	O
_	_	_	O
3	3	SN	B-NOH
으로	으로	JKB	O
_	_	_	O
중앙	중앙	NNG	O
을	을	JKO	O
_	_	_	O
막	막	VV	O
았	았	EP	O
어야	어야	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 진짜사나이 이이경‘진짜사나이’ 제작진 사과, “이이경 개인정보 노출·부적절한 배경음 죄송하다”'진짜 사나이' 제작진이 출연자 이이경의 주민등록번호를 노출하고 일본 군가를 사용한 것에 대해 대해 사과했다.
## <진짜사나이:POH> <이이경:PER>‘<진짜사나이:POH>’ 제작진 사과, “<이이경:PER> 개인정보 노출·부적절한 배경음 죄송하다”'<진짜 사나이:POH>' 제작진이 출연자 <이이경:PER>의 주민등록번호를 노출하고 <일본:ORG> 군가를 사용한 것에 대해 대해 사과했다.
진짜	진짜	NNG	B-POH
사나이	사나이	NNG	I-POH
_	_	_	O
이이경	이이경	NNP	B-PER
‘	‘	SS	O
진짜	진짜	NNG	B-POH
사나이	사나이	NNG	I-POH
’	’	SS	O
_	_	_	O
제작진	제작진	NNG	O
_	_	_	O
사과	사과	NNG	O
,	,	SP	O
_	_	_	O
“	“	SS	O
이이경	이이경	NNP	B-PER
_	_	_	O
개인	개인	NNG	O
정보	정보	NNG	O
_	_	_	O
노출	노출	NNG	O
·	·	SP	O
부적절한	부적절하+ㄴ	VA+ETM	O
_	_	_	O
배경	배경	NNG	O
음	음	NNG	O
_	_	_	O
죄송하	죄송하	VA	O
다	다	EF	O
”	”	SS	O
'	'	SS	O
진짜	진짜	NNG	B-POH
_	_	_	I-POH
사나이	사나이	NNG	I-POH
'	'	SS	O
_	_	_	O
제작진	제작진	NNG	O
이	이	JKS	O
_	_	_	O
출연자	출연자	NNG	O
_	_	_	O
이이경	이이경	NNP	B-PER
의	의	JKG	O
_	_	_	O
주민	주민	NNG	O
등록	등록	NNG	O
번호	번호	NNG	O
를	를	JKO	O
_	_	_	O
노출하	노출하	VV	O
고	고	EC	O
_	_	_	O
일본	일본	NNP	B-ORG
_	_	_	O
군가	군가	NNG	O
를	를	JKO	O
_	_	_	O
사용한	사용하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
사과	사과하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## MBC '일밤-진짜 사나이' 제작진은 29일 공식 홈페이지를 통해 "'진짜 사나이' 방송 과정에서 제작진의 부주의로 부적절한 배경음악이 방송되고 또한 배우 이이경 씨의 주민등록번호가 모자이크 처리가 안 된 상태에서 잠시나마 개인정보가 노출되는 일이 있었다"고 밝혔다.
## <MBC:POH> '<일밤-진짜 사나이:POH>' 제작진은 <29일:DAT> 공식 홈페이지를 통해 "'<진짜 사나이:POH>' 방송 과정에서 제작진의 부주의로 부적절한 배경음악이 방송되고 또한 배우 <이이경:PER> 씨의 주민등록번호가 모자이크 처리가 안 된 상태에서 잠시나마 개인정보가 노출되는 일이 있었다"고 밝혔다.
MBC	MBC	SL	B-POH
_	_	_	O
'	'	SS	O
일	일	NNB	B-POH
밤	밤	NNG	I-POH
-	-	SO	I-POH
진짜	진짜	NNG	I-POH
_	_	_	I-POH
사나이	사나이	NNG	I-POH
'	'	SS	O
_	_	_	O
제작진	제작진	NNG	O
은	은	JX	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
공식	공식	NNG	O
_	_	_	O
홈페이지	홈페이지	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
"	"	SS	O
'	'	SS	O
진짜	진짜	NNG	B-POH
_	_	_	I-POH
사나이	사나이	NNG	I-POH
'	'	SS	O
_	_	_	O
방송	방송	NNG	O
_	_	_	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
제작진	제작진	NNG	O
의	의	JKG	O
_	_	_	O
부주의	부주의	NNG	O
로	로	JKB	O
_	_	_	O
부적절한	부적절하+ㄴ	VA+ETM	O
_	_	_	O
배경	배경	NNG	O
음악	음악	NNG	O
이	이	JKS	O
_	_	_	O
방송되	방송되	VV	O
고	고	EC	O
_	_	_	O
또한	또한	MAG	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
이이경	이이경	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
주민	주민	NNG	O
등록	등록	NNG	O
번호	번호	NNG	O
가	가	JKS	O
_	_	_	O
모자이크	모자이크	NNG	O
_	_	_	O
처리	처리	NNG	O
가	가	JKC	O
_	_	_	O
안	안	MAG	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
상태	상태	NNG	O
에서	에서	JKB	O
_	_	_	O
잠시	잠시	MAG	O
나마	나마	JX	O
_	_	_	O
개인	개인	NNG	O
정보	정보	NNG	O
가	가	JKS	O
_	_	_	O
노출되	노출되	VV	O
는	는	ETM	O
_	_	_	O
일	일	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 이어 "제작진은 시청자 여러분들과 배우 이이경 씨, 그리고 군 관계자분들께 머리 숙여 진심으로 사과 말씀 올린다.
## 이어 "제작진은 시청자 여러분들과 배우 <이이경:PER> 씨, 그리고 군 관계자분들께 머리 숙여 진심으로 사과 말씀 올린다.
이어	이어	MAG	O
_	_	_	O
"	"	SS	O
제작진	제작진	NNG	O
은	은	JX	O
_	_	_	O
시청자	시청자	NNG	O
_	_	_	O
여러분	여러분	NP	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
이이경	이이경	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
,	,	SP	O
_	_	_	O
그리고	그리고	MAJ	O
_	_	_	O
군	군	NNG	O
_	_	_	O
관계자	관계자	NNG	O
분	분	NNB	O
들	들	XSN	O
께	께	JKB	O
_	_	_	O
머리	머리	NNG	O
_	_	_	O
숙	숙이	VV	O
여	어	EC	O
_	_	_	O
진심	진심	NNG	O
으로	으로	JKB	O
_	_	_	O
사과	사과	NNG	O
_	_	_	O
말씀	말씀	NNG	O
_	_	_	O
올린다	올리+ㄴ다	VV+EF	O
.	.	SF	O

## 16
## 장 씨는 “한국 국적이 없어도 솔직히 그리스에서 살아가는 데 아무 문제가 없다”며 “하지만 한국인으로서의 자긍심을 위해 국적 회복을 결심했다”고 말했다.
## <장:PER> 씨는 “<한국:ORG> 국적이 없어도 솔직히 <그리스:LOC>에서 살아가는 데 아무 문제가 없다”며 “하지만 한국인으로서의 자긍심을 위해 국적 회복을 결심했다”고 말했다.
장	장	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
한국	한국	NNP	B-ORG
_	_	_	O
국적	국적	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
어도	어도	EC	O
_	_	_	O
솔직히	솔직히	MAG	O
_	_	_	O
그리스	그리스	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
살아가	살아가	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
아무	아무	MM	O
_	_	_	O
문제	문제	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
하지만	하지만	MAJ	O
_	_	_	O
한국인	한국인	NNG	O
으로서	으로서	JKB	O
의	의	JKG	O
_	_	_	O
자긍심	자긍심	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
국적	국적	NNG	O
_	_	_	O
회복	회복	NNG	O
을	을	JKO	O
_	_	_	O
결심	결심하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 총공격으로 넘어가면 며칠후에는 서울에 들어갈 수 있는데, 스탈린의 조언을 듣고 싶다』고 함(1950년 1월19일).
## 총공격으로 넘어가면 며칠후에는 <서울:LOC>에 들어갈 수 있는데, <스탈린:PER>의 조언을 듣고 싶다』고 함(<1950년 1월19일:DAT>).
총공격	총공격	NNG	O
으로	으로	JKB	O
_	_	_	O
넘어가	넘어가	VV	O
면	면	EC	O
_	_	_	O
며칠	며칠	NNG	O
후	후	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
에	에	JKB	O
_	_	_	O
들어갈	들어가+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
스탈린	스탈린	NNP	B-PER
의	의	JKG	O
_	_	_	O
조언	조언	NNG	O
을	을	JKO	O
_	_	_	O
듣	듣	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
다	다	EF	O
』	』	SS	O
고	고	JKQ	O
_	_	_	O
함	하+ㅁ	VV+ETN	O
(	(	SS	O
1950	1950	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
1	1	SN	I-DAT
월	월	NNB	I-DAT
19	19	SN	I-DAT
일	일	NNB	I-DAT
)	)	SS	O
.	.	SF	O

